task_id,hostname,cpu_model,hash,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,perc_cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action,aoi_num
69,-,AMD Ryzen 7 PRO 7840U w/ Radeon 780M Graphics,87/6ea516,46898,demToGraph,-,demToGraph (69),COMPLETED,0,-,fondahub/iwd:latest,1,-,-,524288000,1,1716830000000.0,1716830000000.0,1716830000000.0,9857,8978,-,90.9,0.5,302678016,1954811904,305553408,2119839744,30862600,3378633,5352,280,0,3481600,18,4835,/home/joba/PycharmProjects/IWD_graph_analysis/work/87/6ea516e5b20cb9a4c191b50ef33c23,-,-,69
75,-,AMD Ryzen 7 PRO 7840U w/ Radeon 780M Graphics,77/3c888a,48292,demToGraph,-,demToGraph (75),COMPLETED,0,-,fondahub/iwd:latest,1,-,-,524288000,1,1716830000000.0,1716830000000.0,1716830000000.0,9101,7952,-,90.1,0.4,293384192,1975779328,293601280,2119839744,30872226,2669561,5355,153,0,2768896,18,3076,/home/joba/PycharmProjects/IWD_graph_analysis/work/77/3c888aac536b17687da0dd7fa80f61,-,-,75
78,-,AMD Ryzen 7 PRO 7840U w/ Radeon 780M Graphics,64/4d7838,49470,demToGraph,-,demToGraph (78),COMPLETED,0,-,fondahub/iwd:latest,1,-,-,524288000,1,1716830000000.0,1716830000000.0,1716830000000.0,8396,7637,-,90.7,0.4,291172352,1967165440,291696640,2119839744,30869879,2833585,5355,157,0,2936832,12,2387,/home/joba/PycharmProjects/IWD_graph_analysis/work/64/4d7838482017effb973873169020df,-,-,78
76,-,AMD Ryzen 7 PRO 7840U w/ Radeon 780M Graphics,e1/d3bf92,48433,demToGraph,-,demToGraph (76),COMPLETED,0,-,fondahub/iwd:latest,1,-,-,524288000,1,1716830000000.0,1716830000000.0,1716830000000.0,9863,8764,-,86.7,0.4,294105088,1961783296,298168320,2119839744,30862604,3159907,5352,228,0,3256320,15,3497,/home/joba/PycharmProjects/IWD_graph_analysis/work/e1/d3bf92bab0fd0e6dd57cb2914db0f7,-,-,76
83,-,AMD Ryzen 7 PRO 7840U w/ Radeon 780M Graphics,a9/8b8e31,48124,demToGraph,-,demToGraph (83),COMPLETED,0,-,fondahub/iwd:latest,1,-,-,524288000,1,1716830000000.0,1716830000000.0,1716830000000.0,10387,9351,-,89.2,0.5,306016256,1896333312,313339904,2119843840,30862603,3614994,5352,333,0,3710976,15,3090,/home/joba/PycharmProjects/IWD_graph_analysis/work/a9/8b8e31526c856c24b406b874f2457e,-,-,83
85,-,AMD Ryzen 7 PRO 7840U w/ Radeon 780M Graphics,f5/bb9b74,56593,demToGraph,-,demToGraph (85),COMPLETED,0,-,fondahub/iwd:latest,1,-,-,524288000,1,1716830000000.0,1716830000000.0,1716830000000.0,9326,8405,-,87.3,0.4,293167104,1883496448,293167104,2119839744,30862608,2901110,5352,168,0,2998272,12,2837,/home/joba/PycharmProjects/IWD_graph_analysis/work/f5/bb9b74984985cff7686be1e5c3d89b,-,-,85
104,-,AMD Ryzen 7 PRO 7840U w/ Radeon 780M Graphics,41/5b0ca9,58301,demToGraph,-,demToGraph (104),COMPLETED,0,-,fondahub/iwd:latest,1,-,-,524288000,1,1716830000000.0,1716830000000.0,1716830000000.0,9911,8675,-,88.3,0.4,296878080,1961775104,303300608,2119835648,30862603,3282659,5352,259,0,3379200,11,2651,/home/joba/PycharmProjects/IWD_graph_analysis/work/41/5b0ca9961018f87926e0fba3d0eb6f,-,-,104
106,-,AMD Ryzen 7 PRO 7840U w/ Radeon 780M Graphics,0b/a80760,58670,demToGraph,-,demToGraph (106),COMPLETED,0,-,fondahub/iwd:latest,1,-,-,524288000,1,1716830000000.0,1716830000000.0,1716830000000.0,9535,8430,-,89.5,0.4,295145472,1961775104,295145472,2119839744,30862609,2962979,5352,184,0,3063808,15,2714,/home/joba/PycharmProjects/IWD_graph_analysis/work/0b/a807604be210aacdb8e64bf3dd9055,-,-,106
93,-,AMD Ryzen 7 PRO 7840U w/ Radeon 780M Graphics,cd/f1b072,61963,demToGraph,-,demToGraph (93),COMPLETED,0,-,fondahub/iwd:latest,1,-,-,524288000,1,1716830000000.0,1716830000000.0,1716830000000.0,8706,7862,-,88.1,0.4,291057664,1880584192,291287040,2119839744,30870631,2633010,5355,142,0,2732032,18,3133,/home/joba/PycharmProjects/IWD_graph_analysis/work/cd/f1b07262c7a940a120ad26524aa3cd,-,-,93
92,-,AMD Ryzen 7 PRO 7840U w/ Radeon 780M Graphics,66/693041,61206,demToGraph,-,demToGraph (92),COMPLETED,0,-,fondahub/iwd:latest,1,-,-,524288000,1,1716830000000.0,1716830000000.0,1716830000000.0,9655,8894,-,89.8,0.5,304312320,1974235136,307666944,2119843840,30862608,3439271,5352,295,0,3538944,18,3109,/home/joba/PycharmProjects/IWD_graph_analysis/work/66/693041970359649465e7ca96fc5ff4,-,-,92
