task_id,hostname,cpu_model,hash,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,perc_cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action,aoi_num
1392,-,AMD EPYC 7282 16-Core Processor,80/8beaed,nf-808beaed18f221c3a31a1b4690bee7fb-b26f2,graphToShapefile,-,graphToShapefile (141),COMPLETED,0,-,fondahub/iwd:latest,2,-,-,314572800,1,1716750000000.0,1716750000000.0,1716750000000.0,5137,2019,-,205.3,0.1,160051200,1688133632,160059392,1688186880,31964421,2295287,6096,3898,0,2293760,21,148,/app/results/joba/work/80/8beaed18f221c3a31a1b4690bee7fb,-,-,141
1393,-,AMD EPYC 7282 16-Core Processor,0d/ae7400,nf-0dae74003dea6e9e82f99432c19b4358-8e475,graphToShapefile,-,graphToShapefile (142),COMPLETED,0,-,fondahub/iwd:latest,2,-,-,314572800,1,1716750000000.0,1716750000000.0,1716750000000.0,3983,2161,-,177.3,0.1,160116736,1687912448,164843520,1699360768,29881565,2099374,5603,3381,0,2084864,27,260,/app/results/joba/work/0d/ae74003dea6e9e82f99432c19b4358,-,-,142
1394,-,AMD EPYC 7282 16-Core Processor,5e/c1e501,nf-5ec1e5018d804c36bfe22f3bf635c18b-60d76,graphToShapefile,-,graphToShapefile (143),COMPLETED,0,-,fondahub/iwd:latest,2,-,-,314572800,1,1716750000000.0,1716750000000.0,1716750000000.0,2332,828,-,320.8,0.0,3346432,5857280,3354624,5910528,18567083,486043,3111,862,0,495616,2,2,/app/results/joba/work/5e/c1e5018d804c36bfe22f3bf635c18b,-,-,143
1399,-,AMD EPYC 7282 16-Core Processor,ca/a7226d,nf-caa7226d7abc33d00e24f109b2524f5d-d9003,graphToShapefile,-,graphToShapefile (148),COMPLETED,0,-,fondahub/iwd:latest,2,-,-,314572800,1,1716750000000.0,1716750000000.0,1716750000000.0,4833,2165,-,132.3,0.1,160260096,1688416256,160268288,1688469504,31656291,2356407,6004,3790,0,2351104,15,139,/app/results/joba/work/ca/a7226d7abc33d00e24f109b2524f5d,-,-,148
1397,-,AMD EPYC 7282 16-Core Processor,d1/dc1788,nf-d1dc1788b0f489270e8bc0bd84af7bef-7f0ee,graphToShapefile,-,graphToShapefile (146),COMPLETED,0,-,fondahub/iwd:latest,2,-,-,314572800,1,1716750000000.0,1716750000000.0,1716750000000.0,3933,905,-,187.4,0.0,3235840,5857280,3244032,5910528,14955589,75707,2366,114,0,102400,2,3,/app/results/joba/work/d1/dc1788b0f489270e8bc0bd84af7bef,-,-,146
1400,-,AMD EPYC 7282 16-Core Processor,a0/b558c0,nf-a0b558c05f88c0c89dbca0843253e3e4-4e53c,graphToShapefile,-,graphToShapefile (149),COMPLETED,0,-,fondahub/iwd:latest,2,-,-,314572800,1,1716750000000.0,1716750000000.0,1716750000000.0,2787,1730,-,224.7,0.1,162955264,1698750464,162959360,1698803712,29813696,2030637,5630,3415,0,2023424,21,114,/app/results/joba/work/a0/b558c05f88c0c89dbca0843253e3e4,-,-,149
1403,-,AMD EPYC 7282 16-Core Processor,50/3a6bb3,nf-503a6bb39d7ddee6962f9a8d0b3ad8ba-bd750,graphToShapefile,-,graphToShapefile (152),COMPLETED,0,-,fondahub/iwd:latest,2,-,-,314572800,1,1716750000000.0,1716750000000.0,1716750000000.0,3657,727,-,329.4,0.0,3309568,5857280,3317760,5910528,15890920,225126,2617,364,0,249856,2,2,/app/results/joba/work/50/3a6bb39d7ddee6962f9a8d0b3ad8ba,-,-,152
1409,-,AMD EPYC 7282 16-Core Processor,72/35cc3f,nf-7235cc3f1f828e1a0f3bc133dd4958e5-7e012,graphToShapefile,-,graphToShapefile (158),COMPLETED,0,-,fondahub/iwd:latest,2,-,-,314572800,1,1716750000000.0,1716750000000.0,1716750000000.0,4292,1430,-,202.6,0.1,160755712,1683345408,161259520,1696743424,25758228,1464435,4757,2532,0,1466368,20,121,/app/results/joba/work/72/35cc3f1f828e1a0f3bc133dd4958e5,-,-,158
1401,-,AMD EPYC 7282 16-Core Processor,ef/83fbbc,nf-ef83fbbc631515c6da772dab336f5d6b-dba7d,graphToShapefile,-,graphToShapefile (150),COMPLETED,0,-,fondahub/iwd:latest,2,-,-,314572800,1,1716750000000.0,1716750000000.0,1716750000000.0,4751,964,-,300.7,0.0,3387392,5857280,3395584,5910528,18518219,518189,3119,872,0,532480,2,3,/app/results/joba/work/ef/83fbbc631515c6da772dab336f5d6b,-,-,150
1402,-,AMD EPYC 7282 16-Core Processor,23/fed34c,nf-23fed34c5b3aff7c63bb08d8fa99fe0c-57b3b,graphToShapefile,-,graphToShapefile (151),COMPLETED,0,-,fondahub/iwd:latest,2,-,-,314572800,1,1716750000000.0,1716750000000.0,1716750000000.0,4713,2476,-,153.4,0.1,168927232,1692499968,169127936,1703563264,35802253,2873052,6934,4751,0,2859008,27,216,/app/results/joba/work/23/fed34c5b3aff7c63bb08d8fa99fe0c,-,-,151
